,agg_dob_first,agg_dob_second,agg_height_first,agg_height_second,agg_reach_first,agg_reach_second,agg_stand_first,agg_stand_second,agg_str_acc_first,agg_str_acc_second,agg_weight_first,date_card,first_fighter_res,first_sig_str_,first_sig_str_percentage,first_total_str,method,second_sig_str_percentage,second_total_str,time,type
5750,19-Nov-87,16-Jun-96,"5' 8""","5' 8""","68""","69""",Orthodox,Orthodox,40%,35%,135 lbs.,2/20/2021 0:00,W,9 of 11,81%,9 of 11, KO/TKO ,33%,13 of 35,3:05,
5751,17-Mar-88,12-Apr-90,"6' 2""","6' 4""","78""","81""",Orthodox,Orthodox,49%,55%,242 lbs.,2/27/2021 0:00,L,42 of 104,40%,49 of 111, Decision - Unanimous ,57%,128 of 202,5:00,
5752,7-Mar-92,2-Jun-92,"6' 3""","6' 3""","77""","75""",Orthodox,Orthodox,56%,53%,205 lbs.,2/27/2021 0:00,L,47 of 120,39%,58 of 132, Decision - Unanimous ,46%,89 of 143,5:00,
5753,14-Feb-95,22-Aug-91,"5' 7""","5' 6""","68""","66""",Orthodox,Orthodox,37%,57%,125 lbs.,2/27/2021 0:00,D,30 of 72,41%,107 of 156, Decision - Majority ,65%,111 of 142,5:00,
5754,7-Sep-86,29-Jun-89,"5' 6""","5' 4""","65""","68""",Orthodox,Orthodox,43%,40%,135 lbs.,2/27/2021 0:00,W,94 of 194,48%,94 of 194, Decision - Unanimous ,33%,65 of 193,5:00,fight
5755,20-Jun-88,15-Jul-87,"5' 10""","5' 11""","73""","73""",Southpaw,Orthodox,50%,36%,145 lbs.,2/27/2021 0:00,W,48 of 68,70%,97 of 121, Decision - Unanimous ,31%,26 of 67,5:00,
5756,1-Oct-92,23-Mar-95,"5' 9""","5' 9""","72""","70""",Orthodox,Orthodox,35%,37%,155 lbs.,2/27/2021 0:00,L,50 of 205,24%,50 of 205, Decision - Unanimous ,28%,53 of 183,5:00,
5757,4-Oct-84,25-Mar-97,"5' 6""","5' 7""","68""","70""",Orthodox,Orthodox,47%,44%,135 lbs.,2/27/2021 0:00,W,49 of 83,59%,128 of 196, Decision - Unanimous ,38%,71 of 173,5:00,
5758,7-Nov-89,13-Jun-92,"5' 6""","5' 8""","68""","68""",Orthodox,Switch,45%,58%,145 lbs.,2/27/2021 0:00,L,15 of 46,32%,23 of 55, KO/TKO ,63%,102 of 151,2:38,perf
5759,13-Jun-92,7-Nov-90,"6' 5""","6' 4""","83""","77""",Southpaw,Orthodox,43%,62%,205 lbs.,3/6/2021 0:00,W,82 of 148,55%,84 of 150, KO/TKO ,64%,146 of 227,3:19,fight
5760,4-Apr-88,2-May-84,"6' 3""","6' 3""","76""","78""",Orthodox,Orthodox,48%,44%,205 lbs.,2/27/2021 0:00,W,57 of 137,41%,60 of 141, Decision - Unanimous ,42%,80 of 172,5:00,
5761,24-Feb-83,22-Jul-89,"6' 2""","6' 4""","78""","80""",Orthodox,Switch,49%,50%,205 lbs.,3/6/2021 0:00,W,107 of 193,55%,184 of 276, Decision - Unanimous ,48%,99 of 182,5:00,belt
5762,30-May-88,11-Feb-90,"5' 8""","6' 0""","69""","72""",Orthodox,Orthodox,51%,46%,145 lbs.,3/6/2021 0:00,W,18 of 25,72%,19 of 26, Submission ,40%,2 of 5,2:03,belt
5763,11-Feb-93,31-Jul-89,"5' 7""","5' 7""","67""","71""",Switch,Orthodox,52%,49%,135 lbs.,3/6/2021 0:00,L,86 of 137,62%,103 of 157, DQ ,42%,119 of 260,4:29,belt
5764,27-Oct-91,19-Oct-88,"5' 10""","5' 8""","70""","70""",Southpaw,Southpaw,56%,40%,155 lbs.,3/6/2021 0:00,W,15 of 25,60%,102 of 119, Submission ,50%,14 of 24,1:37,
5765,24-Apr-92,29-May-91,"5' 10""","5' 7""","75""","70""",Southpaw,Orthodox,55%,56%,135 lbs.,3/20/2021 0:00,W,15 of 26,57%,15 of 26, KO/TKO ,56%,14 of 25,1:58,
5766,7-Jan-84,6-Feb-92,"6' 2""","6' 4""","76""","78""",Orthodox,Orthodox,48%,52%,205 lbs.,3/6/2021 0:00,L,49 of 97,50%,61 of 109, Decision - Unanimous ,40%,50 of 103,5:00,
5767,9-Mar-85,20-Mar-91,"5' 8""","5' 7""","68""","68""",Orthodox,Southpaw,32%,42%,135 lbs.,3/6/2021 0:00,W,89 of 202,44%,115 of 229, Decision - Split ,38%,74 of 193,5:00,
5768,2-Dec-97,12-Jun-95,"5' 8""","5' 8""","67""","72""",Orthodox,Orthodox,42%,46%,145 lbs.,3/6/2021 0:00,L,67 of 161,41%,89 of 189, Decision - Unanimous ,41%,69 of 152,5:00,
5769,31-Jul-84,9-Oct-92,"5' 4""","5' 6""","65""","67""",Southpaw,Orthodox,34%,55%,125 lbs.,3/6/2021 0:00,L,46 of 114,40%,61 of 130, Decision - Unanimous ,65%,71 of 107,5:00,
5770,25-Apr-92,26-Mar-93,"5' 5""","5' 4""","67""","69""",Orthodox,Orthodox,53%,39%,125 lbs.,3/6/2021 0:00,L,6 of 17,35%,27 of 43, KO/TKO ,59%,21 of 32,4:55,perf
5771,24-Dec-86,8-Nov-89,"5' 7""","5' 6""","66""","69""",Southpaw,Orthodox,45%,52%,125 lbs.,3/6/2021 0:00,W,25 of 44,56%,91 of 120, Decision - Unanimous ,52%,22 of 35,5:00,
5772,23-Nov-92,19-Aug-94,"5' 10""","5' 11""","72""","73""",Orthodox,Orthodox,55%,44%,170 lbs.,3/6/2021 0:00,W,37 of 68,54%,133 of 187, Submission ,25%,32 of 95,3:28,
5773,11-Mar-91,22-May-87,"5' 3""","5' 4""","63""","65""",Orthodox,Southpaw,45%,64%,115 lbs.,3/6/2021 0:00,L,1 of 7,14%,1 of 7, KO/TKO ,63%,30 of 47,3:39,
5774,1-Jul-93,4-Aug-90,"5' 9""","5' 7""","69""","70""",Switch,Southpaw,45%,61%,135 lbs.,3/6/2021 0:00,L,21 of 42,50%,43 of 64, KO/TKO ,76%,36 of 44,0:47,
5775,25-Aug-91,9-Jul-88,"6' 2""","5' 11""","74""","72""",Southpaw,Orthodox,49%,42%,170 lbs.,3/13/2021 0:00,NC,19 of 39,48%,20 of 40, Could Not Continue ,30%,14 of 32,0:18,
5776,27-Feb-87,24-Aug-91,"6' 3""","6' 5""","77""","79""",Orthodox,Orthodox,51%,45%,205 lbs.,3/13/2021 0:00,L,5 of 18,27%,5 of 18, KO/TKO ,55%,16 of 29,1:11,perf
5777,6-Aug-91,17-Jun-86,"5' 7""","5' 6""","71""","66""",Orthodox,Southpaw,46%,45%,145 lbs.,3/13/2021 0:00,W,1 of 4,25%,1 of 4, KO/TKO ,100%,1 of 1,0:22,perf
5778,20-Apr-94,18-Dec-85,"5' 8""","5' 8""","70""","69""",Southpaw,Orthodox,46%,47%,135 lbs.,3/13/2021 0:00,L,29 of 71,40%,29 of 71, KO/TKO ,43%,49 of 111,3:03,perf
5779,14-Nov-93,6-Jan-93,"5' 5""","5' 6""","68""","66""",Southpaw,Orthodox,45%,52%,125 lbs.,3/13/2021 0:00,L,61 of 150,40%,73 of 165, Decision - Split ,53%,76 of 132,5:00,
5780,21-Apr-87,30-Dec-90,"6' 1""","6' 0""","75""","74""",Southpaw,Orthodox,47%,45%,185 lbs.,3/13/2021 0:00,NC,43 of 63,68%,58 of 79, Could Not Continue ,35%,21 of 51,4:37,
5781,12-Jan-85,20-Oct-87,"5' 3""","5' 7""","64""","69""",Orthodox,Southpaw,50%,39%,115 lbs.,3/13/2021 0:00,W,77 of 135,57%,97 of 165, Decision - Unanimous ,29%,53 of 143,5:00,
5782,27-Nov-95,2-Jul-88,"5' 9""","5' 8""","69""","71""",Switch,Orthodox,45%,36%,145 lbs.,3/13/2021 0:00,W,106 of 220,48%,128 of 248, KO/TKO ,36%,80 of 211,4:31,
5783,12-Sep-84,10-Dec-87,"5' 6""","5' 7""","67""","70""",Orthodox,Orthodox,37%,27%,135 lbs.,3/13/2021 0:00,W,8 of 13,61%,42 of 65, Submission ,16%,15 of 35,3:09,
5784,22-Aug-95,5-Aug-94,"5' 10""","5' 7""","72""","70""",Southpaw,Orthodox,47%,23%,155 lbs.,3/13/2021 0:00,W,99 of 217,45%,99 of 218, Decision - Unanimous ,23%,54 of 219,5:00,
5785,5-May-87,29-Sep-92,"5' 7""","5' 5""","67""","67""",Orthodox,Southpaw,38%,41%,125 lbs.,3/13/2021 0:00,L,55 of 131,41%,121 of 202, Decision - Split ,56%,58 of 99,5:00,
5786,10-Jun-95,20-May-85,"5' 5""","5' 3""","67""","65""",Orthodox,Southpaw,54%,40%,115 lbs.,3/13/2021 0:00,L,31 of 63,49%,51 of 95, Decision - Unanimous ,30%,50 of 125,5:00,
5787,23-Nov-92,7-Nov-86,"6' 1""","5' 10""","75""","70""",Switch,Orthodox,50%,65%,170 lbs.,3/13/2021 0:00,W,3 of 5,60%,3 of 5, KO/TKO ,100%,4 of 4,0:16,perf
5788,20-Jun-77,27-Jul-91,"5' 6""","5' 11""","68""","72""",Orthodox,Orthodox,41%,49%,135 lbs.,3/20/2021 0:00,L,30 of 63,47%,59 of 93, Decision - Unanimous ,36%,92 of 184,5:00,
5789,4-Jan-84,5-Nov-92,"6' 1""","6' 3""","77""","81""",Southpaw,Orthodox,47%,54%,185 lbs.,3/20/2021 0:00,W,43 of 93,46%,226 of 323, Decision - Unanimous ,48%,190 of 236,5:00,
5790,10-Mar-90,29-Nov-85,"6' 0""","5' 11""","71""","76""",Orthodox,Orthodox,46%,48%,170 lbs.,3/20/2021 0:00,L,14 of 24,58%,14 of 24, KO/TKO ,60%,17 of 28,2:20,perf
5791,25-Jun-95,3-Feb-93,"5' 3""","5' 0""","63""","61""",Switch,Southpaw,53%,36%,115 lbs.,3/20/2021 0:00,L,31 of 65,47%,49 of 87, Decision - Unanimous ,36%,136 of 168,5:00,
5792,29-Nov-93,27-Jun-89,"5' 7""","5' 5""","70""","67""",Orthodox,Orthodox,44%,41%,135 lbs.,3/20/2021 0:00,W,41 of 103,39%,41 of 103, KO/TKO ,45%,23 of 51,0:27,perf
5793,16-Mar-93,3-Jan-89,"6' 2""","6' 2""","75""","75""",Southpaw,Orthodox,50%,51%,264 lbs.,3/20/2021 0:00,W,14 of 18,77%,14 of 18, KO/TKO ,33%,2 of 6,0:49,
5794,5-Feb-80,20-Feb-94,"6' 0""","5' 10""","75""","72""",Orthodox,Switch,44%,48%,155 lbs.,3/20/2021 0:00,L,30 of 67,44%,74 of 115, KO/TKO ,54%,75 of 132,4:59,perf
5795,6-Aug-92,15-Jul-88,"6' 0""","6' 2""","74""","76""",Orthodox,Orthodox,56%,48%,185 lbs.,3/20/2021 0:00,W,27 of 57,47%,43 of 73, Decision - Unanimous ,47%,75 of 110,5:00,
5796,16-Mar-90,30-Apr-96,"5' 4""","5' 5""","65""","67""",Orthodox,Orthodox,46%,45%,125 lbs.,3/20/2021 0:00,W,37 of 61,60%,62 of 89, KO/TKO ,30%,37 of 76,2:56,perf
5797,19-Aug-82,5-Sep-86,"6' 4""","6' 4""","80""","83""",Orthodox,Orthodox,53%,41%,240 lbs.,3/27/2021 0:00,L,12 of 13,92%,12 of 13, KO/TKO ,64%,38 of 58,0:52,belt
5798,7-Apr-82,27-Nov-91,"5' 9""","5' 11""","74""","75""",Orthodox,Orthodox,48%,54%,170 lbs.,3/27/2021 0:00,L,18 of 40,45%,21 of 43, Submission ,75%,41 of 49,3:56,
5799,24-Oct-94,31-Jul-91,"5' 11""","5' 7""","72""","70""",Switch,Southpaw,57%,43%,135 lbs.,3/27/2021 0:00,W,86 of 149,57%,91 of 157, KO/TKO ,35%,25 of 71,3:52,
5800,17-May-95,1-Jul-97,"5' 5""","5' 3""","63""","65""",Orthodox,Southpaw,49%,48%,125 lbs.,3/27/2021 0:00,L,27 of 68,39%,32 of 75, Decision - Unanimous ,47%,131 of 217,5:00,
5801,17-Aug-94,15-Oct-86,"6' 0""","5' 11""","74""","74""",Orthodox,Orthodox,34%,47%,155 lbs.,3/27/2021 0:00,W,6 of 13,46%,6 of 13, KO/TKO ,50%,5 of 10,0:46,
5802,18-Oct-87,25-Nov-94,"6' 0""","6' 1""","76""",--,Orthodox,Southpaw,48%,30%,205 lbs.,3/27/2021 0:00,W,3 of 3,100%,3 of 3, Submission ,0%,0 of 1,1:11,
5803,5-Dec-93,13-Nov-89,"6' 0""","5' 11""","77""","72""",Orthodox,Orthodox,41%,49%,170 lbs.,3/27/2021 0:00,L,43 of 136,31%,111 of 207, Decision - Unanimous ,50%,100 of 164,5:00,
5804,10-Feb-94,22-Feb-95,"6' 3""","6' 0""","78""","74""",Switch,Southpaw,35%,52%,205 lbs.,3/27/2021 0:00,L,58 of 167,34%,62 of 172, Decision - Split ,45%,77 of 144,5:00,
5805,31-Jul-93,17-Oct-85,"5' 8""","5' 11""","72""","73""",Orthodox,Orthodox,40%,37%,145 lbs.,3/27/2021 0:00,L,46 of 105,43%,59 of 120, Decision - Unanimous ,47%,74 of 150,5:00,
5806,18-Feb-90,10-Mar-86,"6' 1""","5' 9""","74""","76""",Orthodox,Orthodox,48%,44%,185 lbs.,3/27/2021 0:00,W,141 of 275,51%,190 of 339, KO/TKO ,49%,142 of 261,4:56,
5807,20-Sep-93,5-Nov-92,"6' 0""","6' 3""","74""","81""",Southpaw,Orthodox,43%,54%,185 lbs.,4/10/2021 0:00,W,24 of 64,37%,152 of 250, Decision - Unanimous ,35%,138 of 214,5:00,
5808,22-Jan-94,19-May-93,"5' 8""","5' 9""","70""","71""",Southpaw,Orthodox,40%,48%,145 lbs.,4/10/2021 0:00,W,21 of 61,34%,26 of 68, Decision - Unanimous ,41%,79 of 164,5:00,
5809,6-May-86,8-May-90,"6' 2""","6' 2""","75""","72""",Southpaw,Orthodox,43%,45%,205 lbs.,4/10/2021 0:00,L,29 of 78,37%,29 of 78, Submission ,61%,62 of 101,2:07,fight
5810,3-Dec-85,24-Mar-93,"5' 5""","5' 4""","64""","63""",Orthodox,Orthodox,47%,38%,115 lbs.,4/10/2021 0:00,L,4 of 7,57%,5 of 8, Submission ,54%,31 of 44,4:48,perf
5811,15-Sep-91,31-Dec-86,"5' 10""","6' 1""","71""","74""",Orthodox,Southpaw,47%,48%,170 lbs.,4/10/2021 0:00,L,61 of 132,46%,65 of 137, Decision - Unanimous ,54%,145 of 252,5:00,
5812,30-Aug-83,27-Aug-93,"5' 8""","5' 9""","71""","70""",Southpaw,Orthodox,40%,66%,155 lbs.,4/10/2021 0:00,L,11 of 34,32%,45 of 76, Decision - Unanimous ,45%,93 of 146,5:00,
5813,30-Sep-83,11-Dec-90,"5' 9""","5' 10""","69""","70""",Orthodox,Southpaw,48%,48%,155 lbs.,4/10/2021 0:00,L,10 of 48,20%,10 of 48, KO/TKO ,61%,41 of 65,1:22,perf
5814,3-May-85,27-Aug-97,"5' 8""","6' 3""","68""","75""",Orthodox,Orthodox,51%,41%,155 lbs.,4/10/2021 0:00,W,124 of 232,53%,145 of 257, Decision - Split ,35%,117 of 318,5:00,
5815,19-Dec-86,15-Oct-83,"6' 0""","6' 3""","74""","74""",Orthodox,Orthodox,43%,50%,250 lbs.,4/10/2021 0:00,L,2 of 11,18%,5 of 15, KO/TKO ,83%,10 of 12,3:02,
5816,2-Mar-92,6-Feb-95,"5' 8""","5' 8""","69""","71""",Orthodox,Orthodox,53%,57%,145 lbs.,4/10/2021 0:00,L,45 of 80,56%,78 of 121, Decision - Split ,63%,57 of 84,5:00,
5817,27-Jan-91,28-Feb-90,"5' 11""","5' 10""","73""","73""",Orthodox,Southpaw,51%,46%,145 lbs.,4/10/2021 0:00,W,36 of 88,40%,40 of 94, Decision - Unanimous ,47%,39 of 77,5:00,
5818,7-Dec-93,3-Apr-88,"6' 4""","5' 10""","78""","73""",Orthodox,Orthodox,45%,74%,205 lbs.,4/10/2021 0:00,W,28 of 46,60%,73 of 99, Decision - Unanimous ,58%,38 of 50,5:00,
5819,17-Jan-94,15-Mar-89,"5' 11""","6' 1""","75""","72""",Orthodox,Switch,49%,52%,170 lbs.,4/10/2021 0:00,W,13 of 29,44%,21 of 41, Submission ,54%,31 of 43,0:26,
5820,26-Dec-89,14-Oct-92,"6' 4""","6' 3""","77""","80""",Southpaw,Orthodox,50%,52%,205 lbs.,1-May-21,L,63 of 108,58%,68 of 114, KO/TKO ,56%,78 of 137,4:29,fight perf
5821,25-Aug-88,2-Nov-83,"6' 0""","5' 8""","74""","70""",Orthodox,Orthodox,44%,50%,145 lbs.,1-May-21,W,12 of 18,66%,12 of 18, KO/TKO ,66%,4 of 6,1:03,perf
5822,14-Dec-93,4-Apr-88,"6' 1""","6' 3""","75""","76""",Southpaw,Orthodox,40%,48%,205 lbs.,1-May-21,D,71 of 152,46%,111 of 201, Decision - Split ,56%,100 of 164,5:00,
5823,27-Feb-91,19-Aug-89,"6' 1""","6' 1""","76""","77""",Orthodox,Southpaw,39%,41%,185 lbs.,1-May-21,W,84 of 182,46%,84 of 182, Decision - Unanimous ,18%,37 of 196,5:00,
5824,10-Jan-91,9-Nov-89,"5' 6""","5' 6""","68""","64""",Orthodox,Orthodox,39%,46%,135 lbs.,1-May-21,W,71 of 192,36%,178 of 306, Decision - Unanimous ,35%,73 of 163,5:00,
5825,10-Aug-85,18-Nov-92,"5' 4""","5' 2""","63""","62""",Orthodox,Orthodox,42%,50%,115 lbs.,1-May-21,L,18 of 40,45%,28 of 51, DQ ,54%,35 of 61,4:16,
5826,5-Jan-95,22-May-90,"5' 7""","5' 9""","69""","72""",Orthodox,Switch,56%,40%,145 lbs.,1-May-21,L,61 of 128,47%,85 of 155, Decision - Split ,38%,110 of 243,5:00,
5827,15-Dec-88,11-Jun-93,"5' 8""","5' 6""","67""","69""",Orthodox,Orthodox,57%,51%,115 lbs.,1-May-21,L,34 of 57,59%,87 of 112, Decision - Split ,54%,100 of 130,5:00,
5828,18-Jan-96,28-Jun-92,"5' 1""","5' 5""","61""","64""",Orthodox,Orthodox,58%,54%,115 lbs.,1-May-21,W,84 of 124,67%,108 of 149, Decision - Unanimous ,67%,98 of 126,5:00,
5829,18-Jul-88,12-Oct-91,"6' 0""","6' 4""","76""","78""",Orthodox,Switch,52%,49%,185 lbs.,1-May-21,W,73 of 137,53%,75 of 139, Decision - Unanimous ,53%,71 of 132,5:00,
5830,12-Dec-85,31-Mar-94,"5' 6""","5' 8""","67""","69""",Southpaw,Orthodox,52%,51%,135 lbs.,1-May-21,L,118 of 211,55%,131 of 225, Decision - Unanimous ,59%,104 of 165,5:00,
5831,11-May-87,12-Nov-84,"6' 0""","5' 11""","76""","74""",Switch,Orthodox,54%,48%,170 lbs.,24-Apr-21,W,21 of 40,52%,32 of 54, KO/TKO ,59%,56 of 79,1:02,belt perf
5832,13-Aug-89,29-Jun-92,"5' 4""","5' 5""","63""","65""",Switch,Orthodox,45%,40%,115 lbs.,24-Apr-21,L,7 of 11,63%,7 of 11, KO/TKO ,50%,5 of 10,1:18,belt perf
5833,7-Mar-88,25-Sep-91,"5' 5""","5' 1""","66""","62""",Southpaw,Orthodox,51%,50%,125 lbs.,24-Apr-21,W,32 of 39,82%,90 of 97, KO/TKO ,66%,47 of 55,3:19,belt
5834,31-Jul-84,17-Jun-84,"6' 0""","6' 2""","79""","78""",Orthodox,Orthodox,51%,43%,185 lbs.,24-Apr-21,W,0 of 0,---,0 of 0, KO/TKO ,50%,1 of 2,0:17,
5835,26-Jul-88,4-Mar-96,"6' 4""","6' 2""","76""","74""",Orthodox,Orthodox,47%,56%,205 lbs.,24-Apr-21,W,26 of 39,66%,27 of 40, TKO - Doctor's Stoppage ,51%,34 of 57,5:00,
5836,21-Feb-88,8-Jul-90,"5' 11""","6' 3""","76""","78""",Orthodox,Orthodox,50%,47%,170 lbs.,24-Apr-21,L,7 of 12,58%,9 of 14, Submission ,50%,23 of 39,2:50,
5837,14-Sep-84,12-Feb-92,"6' 1""","6' 0""","76""","75""",Switch,Southpaw,36%,50%,170 lbs.,24-Apr-21,W,49 of 156,31%,52 of 160, Decision - Split ,63%,39 of 59,5:00,
5838,4-Oct-90,28-Dec-95,"6' 1""","6' 2""","74""","75""",Southpaw,Orthodox,51%,58%,185 lbs.,24-Apr-21,L,6 of 14,42%,15 of 24, Submission ,56%,15 of 22,4:55,
5839,9-Nov-90,12-Dec-85,"5' 8""","5' 10""","70""","68""",Orthodox,Orthodox,57%,47%,145 lbs.,24-Apr-21,W,26 of 45,57%,73 of 98, Decision - Unanimous ,38%,87 of 125,5:00,
5840,4-Jul-89,2-Apr-93,"5' 7""","5' 6""","70""","70""",Orthodox,Orthodox,39%,24%,135 lbs.,24-Apr-21,W,7 of 15,46%,8 of 16, KO/TKO ,37%,3 of 8,0:50,
5841,15-Aug-85,7-Mar-00,"5' 8""","5' 9""","71""","71""",Southpaw,Orthodox,53%,40%,155 lbs.,24-Apr-21,W,96 of 176,54%,111 of 192, Decision - Unanimous ,40%,49 of 114,5:00,
5842,25-Jun-93,17-Jul-97,"5' 7""","5' 6""","69""","69""",Orthodox,Orthodox,44%,47%,125 lbs.,24-Apr-21,L,116 of 258,44%,125 of 269, Decision - Unanimous ,53%,210 of 378,5:00,fight
5843,27-Jul-96,17-Nov-92,"5' 5""","5' 2""","67""","61""",Orthodox,Orthodox,70%,44%,115 lbs.,24-Apr-21,L,19 of 27,70%,36 of 47, KO/TKO ,75%,91 of 113,1:28,
5844,20-Dec-90,24-Oct-91,"6' 0""","5' 9""","73""","71""",Orthodox,Southpaw,41%,42%,185 lbs.,17-Apr-21,W,150 of 284,52%,169 of 303, Decision - Unanimous ,29%,70 of 218,5:00,fight
5845,4-Feb-79,16-Nov-89,"6' 3""","6' 4""","77""","78""",Orthodox,Orthodox,44%,45%,240 lbs.,17-Apr-21,W,105 of 222,47%,109 of 226, Decision - Unanimous ,45%,99 of 203,5:00,
5846,11-Aug-85,26-Aug-95,"5' 10""","5' 9""","73""","73""",Orthodox,Orthodox,47%,47%,170 lbs.,17-Apr-21,L,21 of 47,44%,32 of 59, Decision - Unanimous ,49%,91 of 135,5:00,
5847,10-Dec-93,13-Apr-88,"5' 5""","5' 5""","65""","64""",Orthodox,Orthodox,55%,48%,135 lbs.,17-Apr-21,W,66 of 112,58%,84 of 138, Decision - Split ,46%,72 of 140,5:00,
5848,5-Jul-93,27-Feb-90,"6' 3""","5' 9""","75""","72""",Southpaw,Switch,46%,43%,155 lbs.,17-Apr-21,W,90 of 195,46%,90 of 195, Decision - Split ,47%,82 of 172,5:00,
5849,11-Dec-90,9-Oct-80,"6' 2""","6' 3""","75""","80""",Southpaw,,44%,70%,262 lbs.,17-Apr-21,W,32 of 53,60%,53 of 77, Decision - Split ,54%,44 of 56,1:05,
5850,30-Jan-83,6-Sep-93,"5' 5""","5' 2""","67""","61""",Orthodox,Orthodox,33%,54%,115 lbs.,17-Apr-21,W,31 of 87,35%,98 of 158, Decision - Split ,54%,68 of 106,5:00,
5851,26-Apr-86,18-Dec-87,"6' 0""","6' 1""","75""","77""",Orthodox,Southpaw,68%,43%,170 lbs.,17-Apr-21,L,6 of 13,46%,16 of 23, Submission ,80%,12 of 14,2:00,perf
5852,22-Dec-91,9-Jun-94,"5' 10""","5' 10""","71""","73""",Orthodox,Orthodox,50%,39%,155 lbs.,17-Apr-21,W,67 of 115,58%,126 of 181, Decision - Unanimous ,39%,54 of 122,5:00,
5853,28-Sep-91,16-May-86,"5' 5""","5' 8""","69""","69""",Orthodox,Orthodox,54%,36%,135 lbs.,17-Apr-21,W,39 of 75,52%,61 of 105, KO/TKO ,40%,30 of 59,1:31,perf
5854,29-Apr-87,6-Jan-86,"5' 6""","5' 3""","65""","62""",Orthodox,Orthodox,48%,48%,115 lbs.,5/8/2021 0:00,W,125 of 282,44%,144 of 304, Decision - Unanimous ,42%,100 of 222,5:00,
5855,29-Mar-83,16-Aug-90,"6' 1""","5' 11""","73""","72""",Orthodox,Orthodox,46%,42%,170 lbs.,5/8/2021 0:00,L,17 of 35,48%,18 of 36, KO/TKO ,41%,41 of 90,4:40,perf
5856,3-Aug-87,28-Aug-90,"6' 3""","5' 11""","80""","75""",Orthodox,Southpaw,46%,48%,170 lbs.,5/8/2021 0:00,W,55 of 174,31%,89 of 214, Decision - Unanimous ,47%,37 of 76,5:00,
5857,5-Jul-86,25-Jun-85,"6' 7""","6' 1""","80""","75""",Orthodox,Orthodox,45%,54%,258 lbs.,5/8/2021 0:00,L,5 of 8,62%,60 of 72, Decision - Unanimous ,53%,166 of 228,5:00,
5858,18-Jan-85,13-Nov-86,"5' 9""","5' 7""","74""","71""",Orthodox,Orthodox,37%,52%,155 lbs.,5/8/2021 0:00,L,31 of 60,51%,37 of 70, KO/TKO ,72%,53 of 70,4:51,fight
5859,11-Feb-89,20-Nov-84,"5' 6""","5' 8""","69""","67""",Orthodox,Southpaw,50%,56%,125 lbs.,5/15/2021 0:00,W,45 of 62,72%,88 of 108, Submission ,56%,36 of 54,4:52,
5860,8-Jan-89,27-Feb-93,"6' 0""","6' 3""","77""","76""",Orthodox,Southpaw,58%,53%,185 lbs.,5/8/2021 0:00,W,66 of 101,65%,157 of 210, Decision - Unanimous ,34%,52 of 113,5:00,
5861,22-Feb-95,31-Dec-91,"5' 7""","5' 11""","72""","71""",Southpaw,Orthodox,54%,53%,145 lbs.,5/8/2021 0:00,L,45 of 86,52%,50 of 91, Decision - Unanimous ,53%,91 of 143,5:00,
5862,27-Feb-91,14-Oct-94,"5' 10""","6' 0""","73""","77""",Orthodox,Orthodox,47%,51%,185 lbs.,5/8/2021 0:00,W,71 of 145,48%,79 of 155, Decision - Majority ,42%,64 of 144,5:00,
5863,17-Oct-89,24-Apr-86,"5' 10""","5' 8""","74""","71""",Orthodox,Orthodox,52%,50%,155 lbs.,5/15/2021 0:00,W,24 of 32,75%,32 of 41, KO/TKO ,54%,36 of 61,0:19,belt perf
5864,12-Feb-84,6-May-89,"5' 11""","5' 10""","76""","72""",Orthodox,Southpaw,45%,49%,155 lbs.,5/15/2021 0:00,L,15 of 34,44%,37 of 59, Decision - Unanimous ,41%,76 of 142,5:00,
5865,15-Jan-90,25-Apr-92,"5' 8""","5' 5""","70""","67""",Orthodox,Orthodox,38%,53%,125 lbs.,5/15/2021 0:00,L,65 of 135,48%,113 of 184, Decision - Unanimous ,58%,89 of 143,5:00,
5866,28-Dec-88,21-Nov-86,"5' 9""","5' 4""","68""","68""",Orthodox,Orthodox,35%,47%,125 lbs.,5/15/2021 0:00,W,127 of 292,43%,135 of 300, Decision - Unanimous ,45%,129 of 238,5:00,
5867,17-Oct-81,14-Jun-86,"6' 4""","5' 9""","78""","75""",Orthodox,Orthodox,42%,38%,265 lbs.,22-May-21,W,60 of 101,59%,72 of 120, Submission ,38%,34 of 86,2:07,
5868,19-Mar-91,21-Jan-86,"5' 11""","5' 11""","75""","75""",Orthodox,Orthodox,49%,44%,145 lbs.,5/15/2021 0:00,L,80 of 180,44%,80 of 180, KO/TKO ,51%,98 of 191,1:16,fight
5869,7-Dec-79,17-Feb-90,"6' 1""","6' 1""","72""","78""",Orthodox,Southpaw,47%,58%,185 lbs.,5/15/2021 0:00,L,11 of 19,57%,15 of 23, Submission ,58%,19 of 26,3:59,
5870,14-Mar-92,3-Jan-87,"5' 9""","5' 7""","71""","72""",Orthodox,Orthodox,44%,45%,155 lbs.,5/15/2021 0:00,W,80 of 168,47%,83 of 173, Decision - Split ,50%,34 of 65,5:00,
5871,7-Oct-91,29-Aug-88,"6' 2""","6' 2""","77""","80""",Orthodox,Orthodox,60%,55%,205 lbs.,5/15/2021 0:00,W,26 of 32,81%,33 of 40, KO/TKO ,80%,4 of 5,1:04,
